gender,age,marital_status,education,applicant_income,coapplicant_income,dependents,employment_type,area_type,loan_amount,loan_term_months,loan_purpose,electricity_bill_avg,electricity_payment_regularity,mobile_recharge_avg,mobile_recharge_frequency,utility_payment_consistency,govt_socioeconomic_category,credit_category,prior_repayment_record,loan_repaid
Male,50,Married,Primary,22991.31419494364,12363.300038973757,2,Salaried,Rural,595729.2022992757,60,Agriculture,441.72519289612796,1.0,550.1530174718395,7.143544919090032,,BPL,Good,0.95,0
Male,38,Married,Primary,21487.400948853014,10669.803134560701,1,Daily wage,Urban,399803.8952393079,12,Education,800.716259697525,,367.083237611897,2.3219946502728805,0.5,APL,None,0.95,0
Male,30,Married,Secondary,25140.85379121667,13989.31059211733,4,Self-employed,Semi-urban,342554.7171573614,12,Marriage,975.2213040096381,1.0,482.38528019749987,,0.5,APL,None,0.95,0
Male,55,Married,No formal education,6560.063224118724,0.0,1,Daily wage,Urban,97057.92213527273,24,Medical,708.8898628408845,0.8,100.93161828599753,3.584337058063973,0.5,APL,Good,,0
Male,41,Married,No formal education,17273.57247097363,0.0,1,Salaried,Semi-urban,219296.27225311,12,Agriculture,509.46491293106334,,369.04856844038295,2.1306006410415654,0.5,APL,None,0.95,0
Male,33,Married,No formal education,22797.474227645685,13047.34639211628,0,Daily wage,Urban,658532.509142229,36,Marriage,1191.3135054534696,1.0,443.91622582640304,2.535341369708442,0.8,,Good,0.62,0
Male,43,Single,Primary,8989.04654390607,3396.8405079974,1,Farmer,Semi-urban,129748.61172406407,60,Agriculture,217.2400435793296,1.0,200.38638892913573,4.961088967167701,0.5,BPL,Good,,0
Male,52,Single,Primary,23635.468673164356,0.0,3,Farmer,Semi-urban,234397.78651503174,120,Education,1209.416859879106,1.0,507.29542749867164,3.277932565450616,0.8,APL,None,,0
Male,51,Married,Primary,55356.65132947372,0.0,3,Salaried,Urban,616604.766250949,12,Home repair,2900.37773177754,1.0,1066.7760274405075,3.6534361827902773,1.0,,None,0.95,0
Female,49,Single,Primary,30532.85713824928,15629.313407129606,3,Salaried,Semi-urban,421086.16856372124,24,Business,1665.2143737599515,1.0,639.7857087054259,2.30108299396114,0.5,APL,Good,,0
Male,58,Married,Secondary,8434.619073720556,4831.754535617549,1,Farmer,Semi-urban,200028.8276725437,60,Home repair,404.2438879305916,,,3.6938656485550574,1.0,APL,None,0.95,0
Female,40,Single,Secondary,35937.92181961013,21087.712703982565,2,Farmer,Semi-urban,985954.4757722744,84,Education,1872.7267147257312,1.0,780.269545174742,2.420306978125064,0.5,APL,Good,,0
Female,64,Single,Primary,44532.06416182633,28209.447189304414,5,Self-employed,Urban,281472.35547539353,24,Agriculture,425.76663511189906,1.0,796.158818631719,3.831276651748503,1.0,BPL,Moderate,0.35,0
Female,75,Married,Secondary,8788.257423777177,0.0,3,Daily wage,Urban,166575.08838297744,24,Medical,440.33308860828663,1.0,216.75955617463342,,1.0,,Good,0.95,1
Male,21,Married,Secondary,67609.61026504959,0.0,2,Salaried,Urban,442752.5507852986,24,Agriculture,537.5973887768099,,1323.2359998192046,,1.0,BPL,Weak,0.95,1
Female,57,Married,Secondary,28598.589655818465,0.0,2,Self-employed,Semi-urban,490204.3488569527,12,Marriage,288.127639448787,,550.1597046105285,3.5118354229160467,0.8,BPL,Weak,0.82,0
Male,47,Single,Secondary,46025.02517838251,0.0,4,Farmer,Urban,949816.2128811849,48,Marriage,2434.242350466269,0.8,871.0923361841297,3.986532904047599,1.0,APL,None,,0
Female,19,Single,Secondary,8753.150053005746,0.0,2,Farmer,Semi-urban,150579.9027945295,24,Medical,286.06224864962223,0.5,121.34773174879055,7.6183241877482635,0.2,BPL,None,,0
Male,25,Single,Secondary,3000.0,0.0,3,Daily wage,Semi-urban,25000.835048727782,24,Home repair,120.94974114900229,0.8,50.0,1.5040601565780358,1.0,APL,None,,0
Female,39,Single,Secondary,3000.0,1531.1048438529253,6,Salaried,Rural,50633.12736988766,48,Medical,50.0,0.2,,2.4416798225088043,1.0,,Good,0.95,0
Male,51,Married,Primary,30118.014951819438,0.0,1,Self-employed,Urban,401118.8584703635,24,Education,1504.043035277409,1.0,617.7093526707006,,,APL,None,0.35,0
Female,36,Married,Secondary,14828.849757548629,11071.99399032814,3,Farmer,Urban,403131.37644197996,12,Education,935.9973672024348,1.0,302.46992776335,2.4167454968354756,1.0,APL,Moderate,0.62,0
Male,37,Married,Primary,58488.508765693005,44967.12887427301,5,Self-employed,Urban,1073468.4013168982,84,Home repair,,0.5,,1.7101459175346094,,,None,,0
Male,41,Single,Graduate,7228.297036065982,0.0,1,Salaried,Rural,96830.8972290387,36,Medical,614.1682210143945,1.0,,3.2517953702323794,1.0,APL,None,,0
Female,34,Widowed,Secondary,6855.127711219803,4518.104812681905,1,Salaried,Semi-urban,128593.8461179185,84,Home repair,,0.2,,1.481900837855652,,APL,None,,0
Female,39,Married,Secondary,43715.38925014089,0.0,3,Farmer,Semi-urban,756376.7907341768,60,Education,2507.078939764712,0.8,829.4294507527994,2.252174872018301,,APL,None,0.82,0
Female,48,Married,No formal education,14283.050194872638,7272.542142085728,3,Salaried,Semi-urban,167037.58485976144,12,Marriage,632.2908149244877,0.5,335.9572294872736,1.93850259257266,1.0,,None,0.95,0
Male,49,Divorced,Primary,17605.789487197075,0.0,3,Farmer,Rural,234938.96003008186,36,Medical,1269.9580033178163,1.0,403.37124737303014,,1.0,APL,None,0.95,0
Female,30,Married,Graduate,15837.712243921706,9323.292188959798,3,Salaried,Rural,332181.3731325961,60,Marriage,253.36653420928283,0.5,,6.975057684642351,1.0,BPL,None,,0
Female,29,Single,No formal education,54055.72918597231,0.0,4,Salaried,Urban,1264796.5006643834,60,Medical,,0.8,1032.9045801482841,1.0739332139089681,,APL,Strong,0.62,0
Female,31,Married,Graduate,7879.357378245812,0.0,4,Self-employed,Rural,52408.62131774994,84,Agriculture,,,,3.0986027728465713,1.0,,None,,0
Other,51,Married,Secondary,25684.481232879763,0.0,3,Salaried,Semi-urban,533626.8136261274,60,Home repair,1609.1918705749567,1.0,578.8369491109432,,0.8,APL,Good,0.82,0
Male,18,Divorced,Post-graduate,21667.43116914981,13942.357480832721,4,Self-employed,Semi-urban,519606.1141620859,36,Agriculture,331.4282530929177,0.8,442.1296387942843,4.611624122347124,,BPL,Moderate,,0
Male,45,Married,Primary,16338.726234605201,0.0,3,Salaried,Semi-urban,389564.3217316993,36,Medical,441.1170750771118,,373.3224889865039,2.4802201012401857,0.5,,None,0.95,0
Female,43,Single,Secondary,3813.567992774373,0.0,0,Salaried,Rural,97084.65250696144,48,Agriculture,242.88895768339498,,209.97655447978832,5.261833796032851,0.8,BPL,None,0.95,0
Male,34,Married,No formal education,6456.719374209628,0.0,2,Self-employed,Semi-urban,53559.5896772242,36,Home repair,,0.5,109.59646683096655,2.345039411573901,1.0,APL,None,,0
Female,50,Married,No formal education,30584.90553080476,19582.913500160383,2,Self-employed,Urban,839667.6318452972,36,Medical,,1.0,621.1684056550733,2.738790182238022,,,None,,0
Female,31,Married,Secondary,28597.591947539222,0.0,1,Farmer,Urban,442497.13476423576,48,Agriculture,1510.7466929030827,0.8,526.3370907916468,3.3595171405843667,1.0,,None,,0
Male,18,Single,Secondary,13679.358579919259,9668.63092489311,3,Self-employed,Rural,282742.25996035687,48,Medical,605.9948042372694,1.0,,1.5182702687386298,0.8,APL,None,0.35,0
Female,50,Single,Graduate,4319.871135577029,0.0,0,Salaried,Rural,84045.07805554924,60,Medical,,1.0,53.73262381857085,3.10343265989996,,APL,Weak,0.82,0
Female,38,Married,Secondary,71234.35841316766,0.0,4,Salaried,Urban,2000000.0,60,Agriculture,320.9582961215689,1.0,1483.0837514110485,7.667902280033447,0.5,BPL,None,,1
Male,36,Divorced,Post-graduate,17721.95533737597,0.0,2,Self-employed,Urban,529883.6508286977,24,Medical,847.8117730222884,0.8,344.24795049149077,1.3109101794423867,0.8,,None,,0
Male,45,Single,Secondary,7842.515795707381,0.0,0,Farmer,Rural,171035.12670867844,36,Education,,0.5,126.43277768018073,3.4153576262639946,,,Strong,,1
Female,45,Single,No formal education,36053.25855032332,0.0,3,Self-employed,Urban,797169.4185920076,24,Agriculture,,1.0,741.4015444795222,1.5171590863154987,0.5,,Strong,0.95,0
Other,26,Married,Secondary,43561.12731256614,0.0,2,Salaried,Rural,316603.2346449968,120,Home repair,,1.0,796.3596639923906,,1.0,BPL,Moderate,0.95,0
Male,53,Married,Graduate,46391.249469397284,0.0,4,Self-employed,Urban,1196826.4374571217,24,Agriculture,2323.4387210094696,1.0,852.5598863375285,3.381865254146772,1.0,APL,None,,0
Male,43,Married,Secondary,24015.597728931043,0.0,3,Self-employed,Semi-urban,545932.2501471906,60,Medical,1189.300813431745,0.5,518.1363722944258,1.6149376984777324,0.8,APL,Good,,0
Male,18,Single,Secondary,70898.8161666491,0.0,4,Salaried,Urban,446704.6469365341,60,Home repair,599.7842724238692,,,,1.0,BPL,None,,1
Female,55,Married,Graduate,11523.336970356278,0.0,4,Self-employed,Semi-urban,75739.2859545388,48,Business,497.34115822800493,0.5,237.00124063034468,,,BPL,None,,1
Male,36,Married,No formal education,38801.59546430072,0.0,2,Self-employed,Rural,306854.3927187091,48,Medical,521.0789621344086,0.8,738.803882266363,3.728143233527117,,BPL,Good,0.82,0
Female,33,Married,Graduate,5033.2695933435425,0.0,1,Salaried,Rural,69296.77076643067,60,Agriculture,50.0,,50.0,1.4542313318082551,0.8,APL,None,0.95,0
Female,20,Widowed,Secondary,40978.311193946174,30610.24643203487,2,Self-employed,Urban,963512.2960338395,36,Education,,1.0,825.6093178302434,7.4593656500420495,1.0,BPL,None,,0
Male,27,Married,Primary,16376.727385515129,10353.561826394523,7,Daily wage,Semi-urban,410998.4922587799,36,Agriculture,761.3818708526641,1.0,380.47358138481496,2.296348710405788,,,None,0.95,0
Female,40,Married,Graduate,11594.10564341636,0.0,3,Self-employed,Semi-urban,209927.14356643776,48,Medical,841.4486179552745,1.0,,2.731560028669927,0.8,APL,Moderate,,0
Male,41,Married,No formal education,48063.15616769241,18461.937337712614,2,Farmer,Urban,537662.0786567483,60,Home repair,,0.8,924.5514572552963,1.820999154764373,0.2,APL,None,0.82,0
Male,36,Widowed,Secondary,28493.161564719194,13630.70808093841,2,Self-employed,Urban,615461.00020558,12,Medical,1104.7791257970975,1.0,606.413262633658,3.903593697854066,0.5,APL,None,0.95,0
Female,44,Single,Secondary,3000.0,1926.3136127827302,3,Farmer,Rural,81644.94603278644,84,Medical,576.2760750892927,1.0,106.999040904641,,1.0,BPL,Good,0.95,0
Male,33,Single,Graduate,23364.936159524637,13028.197584658763,3,Self-employed,Rural,190504.6389691068,84,Medical,,,,1.4320096717594664,0.2,APL,None,0.95,0
Male,44,Married,Primary,8255.764412668066,0.0,3,Daily wage,Rural,236651.1923189851,120,Education,518.5807078151238,0.8,,6.110045944044903,1.0,BPL,Moderate,0.82,0
Female,46,Single,Primary,21808.95519603314,11028.028495112567,1,Farmer,Urban,634072.4700040128,120,Agriculture,814.0165659465631,0.5,,,1.0,,None,,0
Female,34,Married,Primary,12058.275420719874,9090.43720755982,2,Farmer,Semi-urban,168654.46246159368,60,Education,1055.5603388531008,1.0,186.27686751518837,3.7758645843794656,0.5,APL,Moderate,0.95,0
Female,29,Married,Primary,7237.450651926976,0.0,0,Farmer,Rural,87792.4014415971,12,Medical,50.0,0.2,106.44297150800597,1.5514386684454449,,APL,None,,0
Male,24,Married,No formal education,3000.0,2312.85838089063,1,Daily wage,Rural,65186.561665113804,84,Agriculture,219.65935613807082,1.0,50.0,4.508311208155744,1.0,BPL,None,0.82,0
Male,55,Married,Secondary,72594.88341909034,49513.1800400947,1,Salaried,Urban,547814.1755845632,84,Agriculture,348.5083682021575,1.0,1423.1785458586598,5.031832026387308,,BPL,None,0.62,1
Female,42,Married,Secondary,5727.2550863412025,3992.2821298626104,3,Daily wage,Semi-urban,157298.61859737162,24,Medical,319.925403252218,0.5,66.2559700836261,1.7181095090261391,1.0,APL,None,,0
Female,31,Married,Primary,9306.097610852024,0.0,0,Salaried,Rural,77173.0328270174,60,Marriage,422.1183301312725,,126.13568896252983,7.322014935971988,1.0,BPL,None,0.95,0
Female,46,Married,Secondary,5005.633860202726,2450.1474249015273,4,Self-employed,Rural,107804.61016971065,60,Home repair,,1.0,123.8974788146845,,1.0,BPL,Good,0.62,0
Female,28,Married,No formal education,41562.07008158481,0.0,2,Self-employed,Urban,1001907.3123810091,12,Home repair,1890.931459654767,0.8,858.8390590314855,2.3016641454564386,0.8,APL,None,0.82,0
Female,42,Married,No formal education,58927.73319259233,25465.612614937672,3,Farmer,Semi-urban,1183569.7265879868,36,Medical,3273.917161309441,1.0,1164.814548614212,2.5094006642449593,1.0,,Good,0.62,0
Male,18,Married,Primary,8739.205234926216,0.0,2,Self-employed,Rural,218412.80884319823,120,Agriculture,333.48168303025193,1.0,119.97308845509606,4.177829672972506,0.5,BPL,None,0.82,0
Male,37,Married,Secondary,22557.74957492731,0.0,2,Salaried,Rural,658698.7913742609,60,Education,248.46218450439417,,384.6197349319999,5.995055221067838,1.0,BPL,Good,,0
Female,18,Married,No formal education,5245.0284474134305,0.0,3,Daily wage,Rural,37097.375690052904,60,Medical,313.9653010209743,,101.89453325514879,,1.0,BPL,None,,0
Male,21,Married,Secondary,9670.3281590176,0.0,5,Daily wage,Semi-urban,232776.37957280458,48,Medical,809.7010354756062,0.5,190.55450483770488,2.2482120112260584,0.2,APL,None,,0
Female,52,Single,Primary,16164.709640712783,10007.086009377961,1,Farmer,Semi-urban,253427.26521113972,36,Business,711.7810399953358,1.0,,3.2715673590459082,1.0,APL,None,0.95,0
Female,51,Single,Graduate,38255.96896905049,0.0,2,Self-employed,Urban,1117999.9564409438,48,Education,2077.644453589738,1.0,744.5681325558512,2.9814091640932934,1.0,APL,Moderate,,0
Female,50,Single,Primary,12631.144478762648,0.0,1,Daily wage,Semi-urban,72966.37343888183,48,Marriage,689.3616340592131,1.0,342.5854418595627,3.7347306617891576,,APL,None,0.95,0
Male,48,Single,Primary,8457.92312194814,0.0,0,Self-employed,Rural,117650.71201260817,48,Agriculture,526.717347829739,0.2,192.22970408688877,5.4667079402619025,1.0,BPL,None,0.95,0
Male,53,Married,Secondary,24040.07360549,11816.403032443035,1,Farmer,Rural,243518.2184857439,12,Business,965.6990479415747,1.0,479.34065181710076,2.47134729020785,,APL,Good,0.95,0
Female,47,Single,Secondary,24573.5605738756,0.0,2,Salaried,Urban,514450.32410607504,12,Education,837.2103108669819,,,2.4525534949677903,0.8,,Moderate,,0
Male,56,Married,Secondary,16898.239899615364,0.0,3,Salaried,Rural,96400.80034729907,24,Education,789.5776406369391,1.0,358.9027959986821,,1.0,APL,Good,0.62,1
Female,40,Married,Secondary,40275.31708268596,0.0,2,Self-employed,Urban,944998.9352342923,12,Marriage,1982.9848087393605,1.0,,1.7944489653349565,0.5,APL,None,0.82,0
Male,32,Married,Secondary,43804.92855312406,28458.154839679493,1,Self-employed,Semi-urban,1160554.4228091089,84,Medical,2302.886108349666,1.0,926.612300404282,2.135042745047941,0.8,APL,None,,0
Female,37,Married,Primary,8584.31839714395,4663.0233666515205,2,Self-employed,Rural,159187.669018526,12,Marriage,50.0,0.2,164.23900319789297,1.4065506206822622,1.0,APL,Good,,0
Male,44,Married,Secondary,78603.0013252994,60763.09192803872,1,Farmer,Urban,987011.4038697337,84,Home repair,4034.942168680317,0.8,1563.9459041476173,2.327181222244581,1.0,,None,0.95,0
Male,37,Married,Primary,29454.36161168782,22301.965500751005,2,Farmer,Urban,553990.897563431,48,Education,1501.4541695879373,1.0,550.7338594637413,3.009860472577654,1.0,,None,0.95,0
Male,30,Married,Graduate,37634.58814677369,0.0,2,Salaried,Semi-urban,662434.6869449514,12,Agriculture,2164.1347830473346,0.8,733.4980258689346,,1.0,,Strong,,0
Male,40,Married,No formal education,9755.331408880467,5495.153514266029,2,Daily wage,Rural,290062.4667617756,84,Medical,,0.5,222.8250477179866,5.013356041269989,,BPL,Moderate,0.82,0
Male,21,Divorced,Graduate,29605.00041734168,0.0,1,Salaried,Rural,606582.9409153048,60,Business,1487.3545070226753,1.0,603.2959633345132,1.5282478990951487,0.8,APL,None,0.95,0
Male,31,Single,Secondary,3986.5570501729812,0.0,2,Self-employed,Semi-urban,88090.62634921246,84,Medical,,0.5,50.0,1.2842167443380323,,,None,,0
Male,52,Married,Secondary,70609.86656628565,0.0,3,Salaried,Urban,1407107.454426583,24,Home repair,3884.6344584610424,1.0,1409.2289587641428,2.6302175565947925,1.0,APL,None,,0
Male,53,Single,Primary,6353.627760710009,0.0,0,Farmer,Rural,174207.98314891927,60,Business,311.8405730580527,1.0,,3.6710121316317514,0.8,BPL,Moderate,,0
Male,40,Married,Graduate,3000.0,0.0,3,Farmer,Rural,43765.08843254827,12,Home repair,,0.5,111.12241364279622,1.1150915840671034,,APL,None,0.95,0
Male,31,Married,Secondary,9002.66257414138,0.0,2,Self-employed,Rural,238821.1743493104,60,Agriculture,544.0489080867475,1.0,205.34634697485728,3.4986807846616883,1.0,APL,Weak,,0
Other,61,Single,No formal education,4955.967494688461,0.0,3,Daily wage,Semi-urban,68744.93424723114,36,Education,88.58554719029624,0.8,50.0,1.253946260753887,1.0,APL,Weak,,0
Male,47,Single,Secondary,20617.926100077202,10400.993593593115,4,Salaried,Rural,364884.4152398329,84,Education,925.3592661204682,,340.0134574611262,1.8780143372782725,1.0,APL,Good,,0
Male,53,Married,Primary,20783.97552295065,13260.098337282318,3,Self-employed,Rural,532395.225919599,12,Agriculture,577.5983626842445,1.0,421.2315180075584,4.871529967031623,1.0,BPL,None,0.95,0
Female,39,Married,Secondary,18071.18951975546,5878.52952187306,4,Daily wage,Urban,419936.9144516472,12,Agriculture,1149.5935935871862,1.0,347.16227460148673,,,APL,Weak,,0
Female,25,Married,Post-graduate,47302.11659265792,0.0,3,Self-employed,Urban,1289537.973233299,36,Marriage,2212.1924329923568,0.8,,3.16386180692148,1.0,,Good,0.82,0
Male,37,Married,Primary,10460.710711775388,0.0,1,Daily wage,Semi-urban,295385.8107789002,36,Home repair,589.2113998734711,1.0,218.21776612030683,3.2416739352657604,1.0,APL,Good,,0
Male,34,Married,Primary,29262.67351607832,0.0,0,Daily wage,Urban,551733.9962536066,48,Medical,1719.2001365782617,0.5,580.4978879365281,1.7112111735225342,1.0,APL,Strong,,0
Male,34,Married,Graduate,71783.01997429246,0.0,1,Salaried,Urban,1812772.657770376,120,Medical,3564.6863222880743,1.0,,,0.8,APL,Good,,0
Male,57,Married,Graduate,13899.185648148548,4270.762016593218,0,Self-employed,Rural,270051.3179730128,36,Home repair,699.1939997830028,0.5,296.3388055881675,3.521200994468021,0.8,APL,None,,0
Female,46,Married,Primary,16125.460399539597,0.0,4,Self-employed,Semi-urban,465477.60468369065,24,Business,719.1481687291573,0.5,304.2143404010514,3.0427516378517545,1.0,,Good,,0
Male,32,Married,Secondary,25549.392561189958,15640.989350226784,1,Self-employed,Semi-urban,530810.4596758012,24,Agriculture,1369.1649210045578,,597.9708198873044,3.788749283792707,1.0,APL,None,0.95,0
Female,36,Married,Primary,28736.161623363696,11903.54655295721,1,Salaried,Rural,799430.9539726874,12,Medical,1571.6358681697448,,549.6930822341079,1.405723573739504,1.0,APL,Good,0.82,0
Male,41,Married,Secondary,8067.011748215846,5934.354750404724,0,Farmer,Rural,128211.91313498518,84,Home repair,237.52874895817726,0.8,135.3145740257561,,1.0,BPL,Good,0.95,0
Male,20,Married,Primary,3000.0,0.0,2,Farmer,Rural,21568.1680062131,36,Medical,516.0666390616674,,50.0,3.3069405856858882,1.0,APL,None,0.82,0
Male,28,Single,Secondary,12222.25079951341,0.0,1,Daily wage,Semi-urban,366124.38262378465,120,Education,,0.2,225.82636306997415,3.90644932445013,0.2,APL,None,0.82,0
Female,43,Married,Post-graduate,32628.90558060357,19644.73229783634,2,Salaried,Rural,374592.3441702874,36,Business,364.32360040387226,1.0,686.1153028837158,4.352608900859233,0.5,BPL,None,0.82,0
Male,44,Married,Secondary,10106.20806210707,0.0,3,Farmer,Rural,300926.62227610155,12,Home repair,677.5473106581097,1.0,148.13385285748328,3.518224112827816,1.0,APL,Moderate,0.95,0
